,Brand,Type,Coe_left(yrs),Dep($),Mileage(mile),Road Tax($),Dereg Value($),COE($),Engine Cap(cc),Curb Weight(kg),Manufactured(yrs),Transmission,OMV($),ARF($),Power,No. of Owners,Price($)
903,Hyundai,Mid-Sized Sedan,7,8640,85888,738,31498,26309,1591,1345,2,1,14588,14588,93,1,74800
904,Nissan,SUV,5,9720,59873,508,40746,52000,1197,1285,4,1,18583,13583,85,1,63888
905,Nissan,Sports Car,8,27870,84000,4363,33981,39463,3799,1745,12,1,108540,108540,357,4,240000
906,Nissan,Sports Car,7,33470,10000,4727,25088,34991,3799,1750,13,1,86977,86977,353,4,240000
907,BMW,Luxury Sedan,8,17060,15000,1210,67942,39400,1998,1540,2,1,43149,52409,135,1,163800
908,Volkswagen,SUV,1,14440,123950,620,29999,64209,1390,1550,8,1,28658,32122,110,3,43800
909,Ford,Sports Car,6,25310,40000,1520,72497,53001,2261,1692,5,1,44279,53991,233,2,179800
910,Volkswagen,MPV,9,13560,2000,624,60953,41503,1395,1478,1,1,32531,37544,110,1,147800
911,Chevrolet,MPV,5,9670,95000,604,42722,53300,1362,1650,4,1,15919,15919,103,1,63800
912,Mitsubishi,Mid-Sized Sedan,2,8510,147714,889,7063,13786,1499,1313,13,1,18835,18835,80,4,21800
913,Mercedes-Benz,Luxury Sedan,3,28540,79000,2382,124841,72990,2996,1935,7,1,100551,152992,245,1,175800
914,Mercedes-Benz,Luxury Sedan,9,7890,156000,742,44090,44138,1597,1500,10,1,31019,31019,115,1,78800
915,Mercedes-Benz,Hatchback,3,17890,52000,1202,51897,77600,1991,1465,6,1,32719,32807,155,3,86888
916,Toyota,Mid-Sized Sedan,4,10210,67213,742,35654,47300,1598,1205,5,1,17982,17982,90,1,58800
917,Honda,Mid-Sized Sedan,2,8370,99000,889,7035,12864,1497,1110,13,0,18460,7063,88,4,22888
918,BMW,Hatchback,6,21990,36000,2384,71960,57390,2998,1470,4,1,38488,45884,250,2,166800
919,Kia,Mid-Sized Sedan,8,8460,12000,738,31976,27000,1591,1287,2,1,12089,12089,93,1,77800
920,Toyota,MPV,7,7070,158000,1169,25826,33018,1797,1340,12,1,21215,21215,106,4,55300
921,Mercedes-Benz,Luxury Sedan,5,15210,125000,740,51499,47000,1595,1425,5,1,35914,37280,115,1,94800
922,Nissan,SUV,4,10020,138500,508,34396,54301,1197,1285,6,1,18454,13454,85,1,52800
923,Mercedes-Benz,Luxury Sedan,7,15620,46000,740,57086,33989,1595,1490,3,1,35170,41238,115,1,140800
924,Kia,Mid-Sized Sedan,7,8700,52680,738,28947,26309,1591,1287,3,1,11090,11090,93,1,73800
925,Volkswagen,Sports Car,9,6970,122000,682,30897,33140,1390,1285,11,1,25559,25559,118,5,65000
926,Toyota,Mid-Sized Sedan,4,10210,69700,742,35654,47300,1598,1205,5,1,17982,17982,90,1,58800
927,Skoda,Mid-Sized Sedan,7,14070,30000,1194,45420,31302,1984,1577,3,1,26650,29310,180,1,120000
928,Nissan,Luxury Sedan,5,10550,66600,1210,49854,56956,1997,1470,5,1,25057,27080,100,1,68800
929,Mercedes-Benz,Luxury Sedan,6,18350,59000,1202,86728,42661,1991,1615,4,1,58405,77129,155,3,162800
930,Hyundai,Mid-Sized Sedan,3,10540,84986,738,30005,65710,1591,1292,7,1,13479,13479,97,2,40800
931,Nissan,SUV,5,10120,17000,508,37991,46489,1197,1285,4,1,18583,13583,85,1,67300
932,Volkswagen,MPV,3,13900,66500,1194,59595,71889,1984,1790,7,1,41054,49476,147,1,77800
933,Honda,Sports Car,7,11850,229000,1573,23643,31553,1998,1270,13,0,27180,27180,165,6,88800
934,Toyota,Mid-Sized Sedan,7,9490,29400,742,37609,26309,1598,1230,2,1,21858,22602,96,1,85800
935,Toyota,SUV,8,13850,18500,1210,58303,37109,1998,1695,2,1,30808,35132,170,1,136800
936,Subaru,SUV,7,10570,27000,1208,32119,31000,1995,1591,3,1,13462,13462,110,1,81800
937,Toyota,Mid-Sized Sedan,7,6240,125000,821,19965,25525,1497,1095,12,1,12468,12468,80,5,48800
938,Kia,Mid-Sized Sedan,7,8560,43000,738,31982,28457,1591,1287,3,1,13838,13838,93,1,71888
939,Toyota,Mid-Sized Sedan,3,8110,157891,890,10362,15287,1598,1195,12,1,17853,17853,80,4,27500
940,Toyota,Mid-Sized Sedan,4,9860,94000,742,35721,46651,1598,1205,6,1,19589,19589,90,1,56300
941,Suzuki,Hatchback,2,7700,159000,957,7963,18583,1586,1100,13,1,13479,11256,92,3,16500
942,Audi,Luxury Sedan,8,11600,11630,392,43521,33301,999,1280,2,1,22083,22917,85,1,112800
943,Honda,SUV,5,9960,80199,682,37220,50101,1496,1190,5,1,21650,12310,96,1,61800
944,Mercedes-Benz,Luxury Sedan,9,15110,5000,586,65223,38504,1332,1410,1,1,33180,38452,96,1,162000
945,BMW,SUV,8,19970,15000,1210,72919,42020,1998,1660,2,1,43394,52752,135,1,195800
946,Nissan,SUV,5,9800,100000,508,40737,51600,1197,1285,4,1,18583,13583,85,1,64800
947,Volkswagen,Sports Car,5,11470,87106,620,41736,53694,1390,1245,5,1,19381,19381,90,1,67800
948,Bentley,Sports Car,4,63190,22000,3940,241898,60789,3993,2295,6,1,187433,309380,388,2,418000
949,Audi,Luxury Sedan,7,16570,46000,1194,58587,34381,1984,1535,3,1,37954,45136,140,1,141800
950,Mercedes-Benz,Luxury Sedan,6,16090,43000,740,63965,49802,1595,1425,4,1,37239,44135,115,1,121800
951,Toyota,SUV,7,13380,44000,1210,50506,32000,1998,1695,3,1,30806,35129,170,3,118777
952,Toyota,Mid-Sized Sedan,2,6960,137000,889,6730,13024,1497,1095,13,1,11434,11434,80,4,17988
953,Mitsubishi,SUV,7,11610,54118,1210,39609,34381,1998,1480,3,1,19655,19655,110,1,93800
954,Mercedes-Benz,Luxury Sedan,5,15690,66000,740,44607,46502,1595,1430,5,1,29588,28424,115,1,92800
955,Honda,Stationwagon,5,10210,49988,682,33576,53694,1496,1130,5,1,18697,8697,97,1,55800
956,Lexus,Luxury Sedan,9,17010,4000,1784,75669,49500,2487,1620,1,1,40319,48447,152,1,188888
957,Subaru,SUV,4,12460,71218,1208,35283,49156,1995,1566,5,1,15408,15408,110,1,69800
958,McLaren,Sports Car,7,78610,5000,3636,273967,41000,3799,1356,2,1,195635,324143,441,1,778000
959,Honda,Hatchback,2,8030,130000,767,7316,14835,1339,1010,13,1,13279,13279,73,2,19800
960,Mercedes-Benz,Hatchback,4,12480,111000,740,40627,55889,1595,1425,6,1,26023,23433,90,2,65800
961,Audi,SUV,5,14900,58000,624,52222,53001,1395,1480,5,1,27832,30965,110,2,96988
962,Honda,Stationwagon,9,13630,8977,682,43655,35990,1496,1130,2,1,22101,12942,95,1,135000
963,Volkswagen,Mid-Sized Sedan,5,9370,93300,620,40488,55200,1390,1417,6,1,16700,16700,90,1,55800
964,BMW,Hatchback,9,11820,13000,684,61181,37766,1499,1380,1,1,30645,34903,80,1,126988
965,Mercedes-Benz,Sports Car,9,24700,5452,1202,108218,40690,1991,1635,1,1,67492,93486,310,1,278000
966,Nissan,SUV,4,9920,79000,508,36325,59200,1197,1285,6,1,18454,13454,85,2,51800
967,Honda,SUV,9,8610,168,682,49359,41801,1496,1190,1,1,23790,10306,96,1,90888
968,Mercedes-Benz,Luxury Sedan,6,30910,55000,2382,138625,57390,2996,1940,4,1,90521,134938,200,1,268988
969,Mitsubishi,SUV,7,11570,28000,1210,41092,32429,1998,1480,3,1,22392,23349,110,1,95800
970,Honda,SUV,4,10030,49000,682,27961,45002,1496,1190,6,1,18997,8997,96,1,52800
971,Mitsubishi,SUV,7,10920,23000,684,44812,34509,1499,1490,3,1,22865,24011,120,1,96800
972,Honda,Mid-Sized Sedan,7,12490,34800,684,45809,33900,1498,1324,3,1,26476,29067,127,2,102988
973,Honda,Mid-Sized Sedan,8,6950,155000,1174,33669,39313,1799,1219,12,1,26585,26585,103,3,59500
974,Mazda,Mid-Sized Sedan,5,8920,100000,682,35999,50000,1496,1321,5,1,17327,12327,88,3,53900
975,Honda,Mid-Sized Sedan,2,8950,146000,962,7025,13786,1595,1220,13,1,20407,20407,92,4,22800
976,Volkswagen,SUV,7,7010,155000,1552,25826,33018,1984,1667,12,1,25519,25519,125,6,54800
977,BMW,Luxury Sedan,2,17340,85500,1210,49785,83001,1997,1615,8,1,46840,52576,135,4,65000
978,Mazda,Hatchback,3,10060,120000,682,26261,62000,1496,1343,7,1,18336,8336,88,3,38000
979,Audi,Sports Car,8,28340,85000,6417,31244,35416,5204,1625,11,1,195527,195527,386,6,250000
980,Honda,SUV,4,10510,108000,682,27517,43000,1496,1190,6,1,20078,10110,96,1,55000
981,BMW,Sports Car,9,8350,140000,1329,32542,34935,1995,1390,11,1,35905,35905,115,4,77800
982,Honda,Hatchback,4,10750,59000,326,27013,47020,658,930,5,1,15225,5225,47,2,56000
983,Toyota,MPV,7,10020,28112,682,39960,33798,1496,1350,3,1,19537,19537,79,1,84800
984,Honda,Hatchback,9,6010,111000,649,34526,36475,1339,1090,12,1,19669,19669,73,3,56888
985,Honda,Hatchback,4,9680,90000,684,30954,58700,1498,1046,6,1,14574,9574,96,2,44800
986,BMW,SUV,6,14660,42000,684,54128,49802,1499,1430,4,1,31845,31583,100,1,105388
987,Toyota,MPV,6,16070,75000,1792,60456,47501,2493,1940,4,1,35776,42087,134,1,118800
988,Mercedes-Benz,Luxury Sedan,5,15740,92000,740,53381,49602,1595,1425,5,1,35663,36929,115,1,99988
989,Audi,SUV,6,18360,24000,1194,71986,49000,1984,1795,4,1,44891,54848,185,1,142999
990,Porsche,SUV,5,31310,57000,2382,111681,55414,2997,1940,4,1,73710,104678,250,1,239800
991,Honda,Mid-Sized Sedan,4,8160,257200,1467,24336,50932,1799,1190,15,0,20890,22979,103,1,39000
992,Nissan,SUV,6,10420,64258,508,42026,46791,1197,1325,4,1,20143,15201,85,2,75800
993,Honda,Hatchback,8,8700,12000,578,26331,26667,1317,1030,3,1,16234,6234,73,1,73800
994,Volkswagen,Sports Car,4,9340,95000,620,20725,21142,1390,1285,10,1,25187,25187,118,2,45800
995,Honda,SUV,5,8730,68479,682,36333,50951,1496,1190,5,1,20472,10661,96,1,53888
996,Honda,MPV,4,12530,55000,1630,43878,44001,2356,1810,6,1,31375,35925,140,1,78800
997,Honda,Stationwagon,8,6430,108970,818,24089,29328,1496,1160,13,1,22345,22345,81,1,52800
998,Mercedes-Benz,Luxury Sedan,3,16470,19900,740,37225,62002,1595,1430,6,1,27462,20447,90,1,73800
999,Renault,Mid-Sized Sedan,7,9420,68440,508,39084,34110,1197,1315,3,1,19990,19990,97,1,76500
1000,Hyundai,Hatchback,8,9070,11000,600,40852,31210,1353,1240,2,1,17850,17850,95,1,88700
1001,Nissan,SUV,6,11670,113339,1210,50713,47002,1997,1626,4,1,24640,26496,106,1,89800
1002,Kia,SUV,9,9100,10000,392,36769,32699,998,1185,2,1,19153,9153,88,1,87800
1003,Hyundai,Mid-Sized Sedan,6,8690,53000,738,35951,42801,1591,1345,4,1,12881,12881,93,1,59800
1004,BMW,SUV,2,18980,57000,1210,47439,78700,1997,1705,8,1,37778,44890,135,1,71888
1005,MINI,Sports Car,9,17950,6500,1210,68936,39500,1998,1255,1,1,41724,50414,170,1,195900
1006,Mazda,Hatchback,6,9670,37339,682,40172,38510,1496,1329,3,1,18126,18126,88,1,75800
1007,Audi,Luxury Sedan,6,13850,43800,1194,55670,39001,1984,1480,3,1,33425,38795,140,1,113800
1008,Honda,MPV,4,10020,69000,684,40468,66000,1497,1160,6,1,18935,18935,88,1,50800
1009,Honda,Hatchback,6,9140,27064,684,39971,40000,1498,1088,3,1,16853,16853,96,1,70888
1010,BMW,Sports Car,2,34970,90000,4568,121844,87001,4395,1850,9,1,107921,166258,412,3,172800
1011,Suzuki,SUV,5,8930,74462,736,46947,51600,1586,1190,6,1,21330,21862,86,1,63800
1012,Toyota,SUV,6,13440,46979,1196,60855,57000,1986,1580,5,1,28601,32042,111,1,102888
1013,Honda,Hatchback,7,6310,144000,767,22053,29670,1339,1070,13,1,14338,14338,73,4,46900
1014,BMW,Luxury Sedan,7,26060,41000,2384,113378,32311,2998,1735,4,1,82252,120054,250,1,248500
1015,Kia,Mid-Sized Sedan,3,9640,128000,738,32344,65001,1591,1295,7,1,18266,13266,95,1,41800
1016,Hyundai,Mid-Sized Sedan,6,8670,40000,738,36155,41617,1591,1345,4,1,12739,12739,93,1,61800
1017,Lexus,SUV,4,19640,86000,1210,64673,45009,1998,1890,6,1,50003,62006,175,1,123800
1018,Mazda,Luxury Sedan,5,10420,50490,1210,48062,54556,1998,1472,5,1,20425,20595,121,1,72800
1019,BMW,SUV,5,15190,45902,684,52174,55501,1499,1430,5,1,30895,30253,100,2,95800
1020,Hyundai,Mid-Sized Sedan,9,7560,32000,608,36826,32699,1368,1115,2,1,9218,9218,73,1,73800
1021,Volkswagen,SUV,7,13060,51700,624,53738,31001,1395,1498,3,1,34616,40463,110,1,118800
1022,Mercedes-Benz,Luxury Sedan,6,15630,39000,740,64303,47002,1595,1425,4,1,37239,44135,115,1,125800
1023,BMW,Luxury Sedan,9,9920,108000,2362,38985,40714,2979,1775,10,1,55697,55697,225,5,95000
1024,Citroen,SUV,8,9210,21000,508,37997,30009,1199,1203,3,1,18401,18401,81,1,83500
1025,Hyundai,Mid-Sized Sedan,5,9100,37900,738,37018,52503,1591,1345,5,1,12975,12975,93,1,53800
1026,Honda,Mid-Sized Sedan,6,10040,49312,742,41810,38830,1597,1249,3,1,19662,19662,92,1,79800
1027,Mazda,Mid-Sized Sedan,5,9530,43000,682,37354,50000,1496,1321,5,1,19390,14390,88,2,57800
1028,Honda,SUV,1,10280,205187,1369,8392,26136,1799,1410,14,1,18990,20889,103,4,16500
1029,BMW,SUV,8,13740,22700,684,60148,39400,1499,1430,2,1,35726,42017,103,1,131800
1030,BMW,Hatchback,9,12980,4766,684,61681,35001,1499,1320,2,1,33562,38987,103,1,139800
1031,Hyundai,Mid-Sized Sedan,7,8630,39041,738,31474,26301,1591,1345,2,1,14488,14488,93,1,74888
1032,BMW,SUV,4,22080,60000,2362,85817,62019,2979,2030,7,1,61676,83017,225,2,141800
1033,Mazda,Mid-Sized Sedan,5,9070,53686,682,34882,48000,1496,1310,4,1,14951,9951,88,1,56800
1034,Volkswagen,SUV,4,12600,43000,620,43582,46970,1390,1551,6,1,27534,30548,118,2,74800
1035,Toyota,MPV,4,21210,56000,3100,59298,49602,3456,2090,6,1,41456,50039,206,3,128800
1036,Volkswagen,Sports Car,9,6820,152000,682,29729,32190,1390,1360,11,1,25241,25241,118,6,63000
1037,BMW,Sports Car,9,21030,9749,1210,80987,40301,1998,1570,1,1,51724,65104,225,1,231800
1038,Mercedes-Benz,Hatchback,3,12620,85498,740,34750,67889,1595,1425,7,1,25004,17006,90,2,52555
1039,Hyundai,Mid-Sized Sedan,4,8460,65000,238,27765,40089,1591,1292,6,1,15124,15124,97,2,43800
1040,BMW,SUV,4,15340,88487,1210,53007,61103,1998,1485,6,1,32010,36814,141,1,86800
1041,Honda,SUV,5,10160,61927,682,41124,51106,1496,1190,5,1,22926,14097,96,1,67800
1042,Nissan,SUV,5,11740,69000,1210,42440,49156,1997,1626,5,1,22572,23601,106,2,70900
1043,Mercedes-Benz,Sports Car,9,10190,130000,1071,32571,34935,1796,1575,11,1,60254,60254,150,2,95000
1044,Honda,SUV,5,10020,66755,682,39583,51106,1496,1190,5,1,21551,12172,96,1,65800
1045,Mitsubishi,Mid-Sized Sedan,8,6960,146600,821,24025,29328,1499,1313,12,1,18142,18142,80,3,57000
1046,Mazda,Luxury Sedan,4,11440,58000,1210,38921,58190,1998,1454,6,1,19071,19071,121,1,59800
1047,Volkswagen,Hatchback,6,9260,51110,392,34079,42339,999,1257,4,1,18520,8520,81,1,64800
1048,Honda,SUV,5,9740,45000,682,33134,44958,1496,1190,5,1,21726,12417,96,2,57800
1049,BMW,Luxury Sedan,4,13720,62000,684,44644,49156,1499,1425,5,1,29816,28743,100,2,82800
1050,Mazda,Mid-Sized Sedan,6,8340,31000,682,29599,37000,1496,1102,3,1,13797,5000,85,2,60800
1051,Honda,MPV,1,9470,215000,1369,6277,25178,1799,1350,14,1,16461,18108,103,4,11800
1052,Hyundai,Mid-Sized Sedan,8,7140,22000,238,22850,11589,1591,1345,2,1,17957,17957,93,1,66800
1053,Mercedes-Benz,Luxury Sedan,3,16590,116000,1202,53326,67304,1991,1655,7,1,45353,50495,135,2,75800
1054,BMW,MPV,6,12280,58339,684,50071,38000,1499,1480,4,1,28742,32239,75,1,99800
1055,Audi,Hatchback,6,12700,38400,392,38280,41761,999,1275,4,1,23936,15511,85,1,88800
1056,Lexus,SUV,6,20310,57576,1210,90158,53711,1998,2070,4,1,56222,73200,175,2,169900
1057,Toyota,SUV,6,13880,45000,1210,59537,49802,1998,1695,4,1,33308,38632,170,1,104500
1058,Mazda,Mid-Sized Sedan,5,9320,60000,682,41231,52000,1496,1331,5,1,19306,14306,88,1,61800
1059,Lexus,Luxury Sedan,5,16280,30000,1792,69070,54406,2494,1615,5,1,40888,49244,135,2,120800
1060,MINI,Sports Car,1,17560,134400,742,24602,68000,1598,1335,9,1,29047,29047,135,2,36800
1061,Hyundai,SUV,7,11390,36500,738,41164,31001,1591,1594,3,1,22584,23618,130,1,98000
1062,MINI,Hatchback,5,12840,48000,508,35906,51506,1198,1175,5,1,21062,11487,75,2,73800
1063,Mercedes-Benz,Sports Car,9,10240,134000,1071,41233,42683,1796,1695,11,1,61615,61615,150,5,98888
1064,Honda,Mid-Sized Sedan,6,11770,48000,684,48035,38801,1498,1324,4,1,26392,28949,127,1,94500
1065,Nissan,SUV,4,10480,123105,1210,38477,49602,1997,1379,5,1,19906,19906,106,1,61800
1066,Volkswagen,Sports Car,6,8370,215000,1672,32823,54088,1984,1391,14,1,31348,34483,147,4,50800
1067,Honda,SUV,7,9530,34209,682,40879,36704,1496,1190,2,1,23834,15368,96,1,83888
1068,Infiniti,Luxury Sedan,3,13500,100000,1202,46631,65001,1991,1644,7,1,34334,40068,155,2,62800
1069,Audi,Luxury Sedan,4,12570,83000,976,48414,75000,1798,1545,6,1,31248,25748,125,1,63800
1070,BMW,SUV,5,19970,82412,1210,67029,50621,1997,1735,5,1,41920,50688,135,1,139800
1071,Skoda,SUV,9,15070,2000,624,65250,49500,1395,1706,1,1,30382,34535,110,1,162988
1072,Mercedes-Benz,SUV,5,20770,88000,1202,70272,56410,1991,1735,5,1,43600,53040,155,1,138800
1073,Audi,Sports Car,7,22030,33339,1194,64050,31000,1984,1540,4,1,45546,55765,213,2,185800
1074,Mercedes-Benz,Luxury Sedan,2,17890,82000,740,32078,76223,1595,1430,8,1,28969,22557,115,2,54800
1075,Volkswagen,Hatchback,5,11210,50256,624,35758,53334,1395,1249,6,1,20402,10563,92,1,63800
1076,Toyota,Mid-Sized Sedan,8,9490,32249,742,35860,26999,1598,1230,2,1,18787,18787,96,1,85888
1077,Toyota,SUV,7,13420,23771,1210,49921,31809,1998,1695,3,1,30806,35129,170,1,119800
1078,Chevrolet,Mid-Sized Sedan,5,7550,58000,742,39976,53334,1598,1413,5,1,13868,13868,86,1,48800
1079,Subaru,SUV,6,11040,75339,1798,49977,52000,2498,1684,5,1,22954,24136,129,1,79800
1080,Audi,Luxury Sedan,5,14290,55000,624,49311,53001,1395,1450,5,1,32161,27026,110,1,91800
1081,Audi,SUV,3,14410,109200,1194,45769,65700,1984,1630,8,1,33955,39537,125,2,63800
1082,BMW,SUV,4,15830,130000,1210,54638,61300,1997,1680,6,1,34575,40405,135,2,89800
1083,Kia,Mid-Sized Sedan,7,9000,55000,738,31891,28457,1591,1287,3,1,13935,13935,93,1,74800
1084,Honda,Hatchback,2,7860,163000,767,7035,12864,1339,1060,13,1,19038,19038,73,2,21500
1085,Hyundai,Stationwagon,8,5960,125000,886,25557,30574,1591,1360,12,1,14667,14667,89,2,49800
1086,Citroen,SUV,8,11960,2800,742,50042,36000,1598,1430,2,1,23887,25442,133,1,115555
1087,Porsche,Sports Car,6,18520,85000,2825,32506,50168,2687,1360,14,1,70785,77864,180,6,120000
1088,Infiniti,Hatchback,7,11300,55000,740,49177,31801,1595,1390,3,1,30153,34215,115,1,100800
1089,Honda,Hatchback,7,8480,25727,578,25285,26659,1317,1030,2,1,15628,5628,73,1,69800
1090,Lamborghini,Sports Car,1,253970,13900,7856,263247,88002,6498,1690,9,1,453424,453424,515,4,626800
1091,Mercedes-Benz,Sports Car,7,9530,95500,1169,24003,31335,1796,1575,12,1,57392,57392,150,4,73000
1092,Mercedes-Benz,Sports Car,7,18280,26000,740,72058,43102,1595,1550,2,1,41636,50291,115,2,170800
1093,Suzuki,Hatchback,2,6810,140000,694,7324,14835,1242,1000,13,1,9483,541,66,1,16800
1094,Mercedes-Benz,Luxury Sedan,4,29230,68000,2382,119248,51010,2996,1940,6,1,89988,133979,200,1,212880
1095,Honda,Stationwagon,7,9660,34000,682,31096,34110,1496,1190,4,1,19414,9414,97,1,72800
1096,BMW,SUV,8,13370,45000,684,60164,39400,1499,1430,2,1,35726,42017,103,1,129800
1097,Honda,Hatchback,8,8440,33000,578,31595,32309,1317,1030,2,1,16000,6000,73,1,73800
1098,Hyundai,Mid-Sized Sedan,7,8050,53000,608,29716,32699,1368,1115,3,1,8445,8445,73,1,61800
1099,BMW,Luxury Sedan,9,8150,149006,1976,32571,34935,2497,1725,11,1,39547,39547,150,3,76000
1100,Toyota,Mid-Sized Sedan,8,8570,17000,682,32187,26667,1496,1085,2,1,13936,13936,79,1,76800
1101,Porsche,SUV,8,44010,8400,2262,183962,48010,2894,2020,2,1,121990,191582,324,1,465000
1102,Chevrolet,Mid-Sized Sedan,2,7510,65000,890,7595,13088,1598,1388,12,1,12474,12474,80,3,21800
1103,Audi,Luxury Sedan,5,13040,83000,624,49616,51000,1395,1450,4,1,32087,26922,110,2,89300
1104,Audi,Sports Car,2,21590,49000,1194,57951,76802,1984,1315,10,1,54027,69249,155,3,81000
1105,Toyota,Luxury Sedan,8,7110,149000,2158,31533,37502,2499,1500,12,1,30351,30351,158,4,59800
1106,Mercedes-Benz,Luxury Sedan,8,13320,25000,586,53241,36000,1332,1385,2,1,27131,29984,120,1,128800
1107,BMW,SUV,2,14070,122000,1210,39734,65501,1997,1510,8,1,33364,33710,135,2,58800
1108,Subaru,SUV,4,12080,63700,1208,36466,62101,1995,1566,6,1,14080,14080,110,1,58800
1109,Toyota,MPV,7,8850,39000,682,39612,37922,1496,1325,3,1,17145,17145,79,1,71000
1110,Toyota,MPV,6,12850,38400,1196,53994,52000,1986,1570,4,1,27056,29879,112,1,93000
1111,Proton,MPV,8,6170,128000,890,24084,29839,1597,1422,12,1,14110,14110,93,3,49800
1112,Toyota,MPV,3,8720,139000,1169,12725,19968,1797,1340,12,1,21663,21663,106,4,27800
1113,Mercedes-Benz,Luxury Sedan,5,15070,107200,740,59597,56410,1595,1425,5,1,36548,38168,115,1,101800
1114,Mercedes-Benz,Sports Car,9,24560,6000,1202,108919,35889,1991,1635,1,1,71968,101543,310,1,275000
1115,Toyota,Mid-Sized Sedan,8,9280,22500,742,35818,26667,1598,1230,2,1,18787,18787,96,2,84988
1116,Toyota,SUV,6,14460,71500,1210,59442,49802,1998,1695,4,1,33308,38632,170,1,107800
1117,Mercedes-Benz,Sports Car,9,12940,120000,974,37975,40014,1796,1470,10,1,54305,54305,135,2,122800
1118,Volkswagen,Sports Car,1,16150,98000,620,26326,62600,1390,1503,9,1,34956,34956,118,2,35800
1119,Toyota,MPV,3,15150,76000,1638,48323,70890,2362,1720,7,1,29406,33169,125,1,73800
1120,Mercedes-Benz,SUV,7,13340,27000,740,43358,25556,1595,1435,3,1,28410,31774,90,1,117800
